Product ID,Category,Sub-Category,Product Name,Product ID No.
OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,10001758
OFF-BI-10000136,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,10000136
OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,10003641
FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",10002961
TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,10001336
TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,10003183
TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,10001314
TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,10004510
OFF-BI-10000042,Office Supplies,Binders,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",10000042
FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",10003008
OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,10003590
OFF-AR-10000896,Office Supplies,Art,Newell 329,10000896
TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone,10002310
OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",10002289
OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,10001289
OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,10000053
OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,10003001
FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",10002958
FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,10001676
OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",10000822
FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",10002622
OFF-PA-10000418,Office Supplies,Paper,Xerox 189,10000418
FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,10001039
OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,10002240
OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,10002867
FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",10003976
TEC-PH-10002922,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,10002922
OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,10000501
OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,10004980
TEC-PH-10001750,Technology,Phones,Samsung Rugby III,10001750
OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",10003708
OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,10001191
OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,10003673
OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,10004364
FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,10004289
OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,10004876
TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,10004348
OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,10004352
OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,10000666
TEC-MA-10000010,Technology,Machines,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,10000010
OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,10000977
FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",10002530
FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,10001473
OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,10001765
FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,10000847
OFF-AR-10000634,Office Supplies,Art,Newell 320,10000634
FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",10004270
OFF-AR-10003770,Office Supplies,Art,Newell 340,10003770
OFF-LA-10003121,Office Supplies,Labels,Avery 506,10003121
OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),10002464
OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,10002214
OFF-PA-10000130,Office Supplies,Paper,Xerox 199,10000130
TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,10000865
TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,10003580
TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,10001109
OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,10004950
OFF-PA-10003823,Office Supplies,Paper,Xerox 197,10003823
TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",10001300
FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,10003715
TEC-MA-10004458,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,10004458
OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,10004965
OFF-AR-10002221,Office Supplies,Art,12 Colored Short Pencils,10002221
OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,10004968
OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,10001125
OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10000344
OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,10003324
OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",10000419
OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",10001626
FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,10003981
OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,10001561
OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",10001291
OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,10004868
OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,10000806
OFF-AR-10001955,Office Supplies,Art,Newell 319,10001955
OFF-LA-10001641,Office Supplies,Labels,Avery 518,10001641
OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,10001370
TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,10003038
OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,10000088
OFF-AR-10003504,Office Supplies,Art,Newell 347,10003504
OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,10003160
TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,10000169
OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,10001526
OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",10004336
OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10000992
OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",10001221
TEC-PH-10004830,Technology,Phones,Pyle PRT45 Retro Home Telephone,10004830
OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,10004519
FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,10000362
FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,10004540
OFF-PA-10000308,Office Supplies,Paper,Xerox 1901,10000308
OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",10001044
OFF-AR-10000823,Office Supplies,Art,Newell 307,10000823
OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,10004456
OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,10000591
OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,10001915
OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,10000352
OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",10000575
FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",10002937
TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,10003063
FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",10004415
OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,10002011
OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,10000649
TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,10000038
TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,10001766
OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,10004359
